conf_threshold,precision,recall,mAP50,f1
0.1,0.8907591603422458,0.8222754178678258,0.8969801409131558,0.8551483661558855
0.15,0.8907591603422458,0.8222754178678258,0.8947250048674839,0.8551483661558855
0.2,0.8907591603422458,0.8222754178678258,0.8918433806224833,0.8551483661558855
0.25,0.8907591603422458,0.8222754178678258,0.8889581037958937,0.8551483661558855
0.3,0.8861076160556305,0.8250773296181392,0.8847361783428608,0.8545041341447207
0.4,0.9212203221455932,0.7916772112850904,0.873561795644374,0.8515502193863296
0.5,0.9534411568654327,0.7407537982196234,0.8551204967459128,0.8337472093046692
0.6,0.9729044828292683,0.6772378083834606,0.8284604348638731,0.7985828892782503
