iou_threshold,mAP50,mAP50_95
0.3,0.8848522263581106,0.6015078934340694
0.4,0.8927517396286874,0.6063181503965596
0.5,0.8977752326362739,0.6091298407169351
0.6,0.8982307444491577,0.6100040887234599
0.7,0.8944974105455998,0.610056970545752
0.75,0.8907798810175962,0.6096159648520548
