iou_threshold,mAP50,mAP50_95
0.3,0.9462993300460286,0.7241844033545215
0.4,0.9554450597919086,0.7307157132796606
0.5,0.9592032162899081,0.7330463769039328
0.6,0.9608223198624614,0.7337447227536561
0.7,0.9601764697605052,0.7334497670577759
0.75,0.9594394348202712,0.733724874813231
