epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,note
100.0,17786.2,1.00637,0.67065,0.93218,0.82704,0.77571,0.84505,0.52506,1.14566,0.6519,0.91797,1.02443e-05,1.02443e-05,1.02443e-05,best_epoch
