conf_threshold,precision,recall,mAP50,f1
0.1,0.8006787862474712,0.7258046894056936,0.7968014546010725,0.7614054480828353
0.15,0.8006787862474712,0.7258046894056936,0.7975321977220211,0.7614054480828353
0.2,0.8006787862474712,0.7258046894056936,0.7971553030109192,0.7614054480828353
0.25,0.8006787862474712,0.7258046894056936,0.795842901249399,0.7614054480828353
0.3,0.7956301705042084,0.7278975173833565,0.7930446570486158,0.7602582218747582
0.4,0.8443814083494622,0.6843157646328814,0.7844103777389488,0.7559685710560818
0.5,0.8991262523097397,0.6222270144658391,0.7705057909956103,0.7354776243660409
0.6,0.9391029995692012,0.5522037891027869,0.7497581090467862,0.6954655317219689
