epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,15214.5,1.2567,0.87341,1.02389,0.81321,0.76626,0.8352,0.51248,1.17699,0.67244,0.92894,7.89327e-05,7.89327e-05,7.89327e-05
85,15412.5,1.24422,0.85584,1.01455,0.81455,0.7708,0.83735,0.51598,1.16996,0.66778,0.92641,7.12282e-05,7.12282e-05,7.12282e-05
86,15577.8,1.07259,0.72896,0.95381,0.8069,0.76764,0.8328,0.51189,1.18047,0.6736,0.92949,6.39518e-05,6.39518e-05,6.39518e-05
87,15735.7,1.03466,0.69497,0.94127,0.8068,0.76929,0.83232,0.51221,1.17193,0.67133,0.9264,5.71106e-05,5.71106e-05,5.71106e-05
88,15893.2,1.04171,0.69471,0.94249,0.81442,0.77037,0.83521,0.51515,1.16512,0.66579,0.92422,5.07115e-05,5.07115e-05,5.07115e-05
89,16050.9,1.021,0.6822,0.93639,0.81349,0.7746,0.83761,0.51734,1.15998,0.6635,0.92204,4.47606e-05,4.47606e-05,4.47606e-05
90,16208.7,1.01846,0.68232,0.93698,0.81572,0.77479,0.83861,0.51898,1.15471,0.66114,0.92062,3.9264e-05,3.9264e-05,3.9264e-05
91,16366.4,1.01352,0.68006,0.93327,0.8167,0.77481,0.84065,0.52021,1.15367,0.6584,0.92016,3.4227e-05,3.4227e-05,3.4227e-05
92,16524.7,1.01382,0.67776,0.93536,0.82074,0.77505,0.84225,0.52215,1.15104,0.65712,0.91947,2.96546e-05,2.96546e-05,2.96546e-05
93,16682.7,1.02152,0.67649,0.93198,0.81778,0.77988,0.84292,0.52388,1.14671,0.65515,0.91747,2.55513e-05,2.55513e-05,2.55513e-05
94,16839.7,1.01625,0.67902,0.93339,0.81967,0.77624,0.84204,0.52306,1.14725,0.65573,0.91788,2.19212e-05,2.19212e-05,2.19212e-05
95,16997.2,1.01391,0.67161,0.93012,0.82286,0.77656,0.84404,0.52424,1.14745,0.65428,0.91794,1.87678e-05,1.87678e-05,1.87678e-05
96,17155.6,1.00864,0.66874,0.9293,0.82455,0.77817,0.84439,0.52385,1.14958,0.65485,0.9188,1.60943e-05,1.60943e-05,1.60943e-05
97,17312.9,1.00439,0.66846,0.93086,0.82808,0.7743,0.8447,0.52453,1.1475,0.65338,0.91805,1.39032e-05,1.39032e-05,1.39032e-05
98,17470.5,1.00555,0.66826,0.93003,0.82215,0.77784,0.84427,0.52415,1.14757,0.65397,0.91807,1.21968e-05,1.21968e-05,1.21968e-05
99,17627.9,1.0075,0.6724,0.93231,0.8246,0.7768,0.84476,0.52462,1.14477,0.65226,0.91759,1.09768e-05,1.09768e-05,1.09768e-05
100,17786.2,1.00637,0.67065,0.93218,0.82704,0.77571,0.84505,0.52506,1.14566,0.6519,0.91797,1.02443e-05,1.02443e-05,1.02443e-05
