iou_threshold,mAP50,mAP50_95
0.3,0.7816309455891026,0.4521703802015912
0.4,0.7895058277915822,0.45633536074370096
0.5,0.7937243516136196,0.4588087195245234
0.6,0.7949459511876502,0.4611986589618325
0.7,0.7884230052598135,0.46158092671787077
0.75,0.7820116912760671,0.4607953353983613
