conf_threshold,precision,recall,mAP50,f1
0.1,0.7477654316802069,0.7157316600232836,0.7700282299746207,0.7313979595761794
0.15,0.7477654316802069,0.7157316600232836,0.7681027093157169,0.7313979595761794
0.2,0.747128450732076,0.716634270889918,0.7678765732691978,0.7315637217382027
0.25,0.7512643106166208,0.7135742976591003,0.7645261005129028,0.7319344252807012
0.3,0.7879177381304591,0.6779628023533987,0.7584526789146279,0.7288164385157161
0.4,0.8554446925470836,0.6124011085920787,0.7479985286098138,0.7138015141530198
0.5,0.9136380262060364,0.5452655757411398,0.7346899942628812,0.6829448681487297
0.6,0.9461043317596753,0.4730627548659148,0.7117482995780968,0.6307456330905077
