iou_threshold,mAP50,mAP50_95
0.3,0.7527037060206477,0.46132271051667806
0.4,0.7638977600886775,0.4677415479925123
0.5,0.7691029000112276,0.4716773654913039
0.6,0.7703714817576878,0.4736189359326706
0.7,0.7647537396541547,0.4743959291222535
0.75,0.7585538740861915,0.47366441507339896
