iou_threshold,mAP50,mAP50_95
0.3,0.866921930500747,0.5478603734333207
0.4,0.875644860941209,0.5524530560960906
0.5,0.8794571379845002,0.5549547860202607
0.6,0.8774382467529656,0.5546893715870747
0.7,0.8719482871006119,0.5545020215506732
0.75,0.8674563727273997,0.5537773752839542
